stock_code,stock_name,stock_index,total_events,overall_success_rate,overall_avg_mdd,overall_avg_return,dominant_combo,dominant_count,best_combo,best_combo_rate,best_combo_count,worst_combo,worst_combo_rate,combo_details
048410,현대바이오,KOSDAQ150,6,0.0,-29.8,-11.3,A2(외+사),4,A2(외+사),0.0,4,A2(외+사),0.0,A2(외+사):0%/4건 | B1(외+투신):0%/2건
042000,카페24,KOSDAQ150,11,0.0,-16.06,-9.4,B1(외+투신),7,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건 | A2(외+사):0%/1건 | B1(외+투신):0%/7건
036830,솔브레인홀딩스,KOSDAQ150,6,0.0,-14.28,-6.55,A1(외+연),5,A1(외+연),0.0,5,A1(외+연),0.0,A1(외+연):0%/5건 | B1(외+투신):0%/1건
018290,브이티,KOSDAQ150,25,0.0,-17.19,-13.77,A1(외+연),10,S(외+연+사),0.0,5,S(외+연+사),0.0,S(외+연+사):0%/5건 | A1(외+연):0%/10건 | A2(외+사):0%/2건 | B1(외+투신):0%/8건
032190,다우데이타,KOSDAQ150,4,0.0,-21.17,-10.6,A2(외+사),2,A2(외+사),0.0,2,A2(외+사),0.0,A2(외+사):0%/2건 | B1(외+투신):0%/2건
000240,한국앤컴퍼니,KOSPI200,7,0.0,-11.16,-2.34,A1(외+연),2,A1(외+연),0.0,2,A1(외+연),0.0,S(외+연+사):0%/1건 | A1(외+연):0%/2건 | A2(외+사):0%/2건 | B1(외+투신):0%/2건
336570,원텍,KOSDAQ150,12,0.0,-15.74,-9.54,B1(외+투신),6,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건 | A2(외+사):0%/3건 | B1(외+투신):0%/6건
033100,제룡전기,KOSDAQ150,6,0.0,-21.97,-11.01,A1(외+연),2,A1(외+연),0.0,2,A1(외+연),0.0,S(외+연+사):0%/1건 | A1(외+연):0%/2건 | A2(외+사):0%/2건 | B1(외+투신):0%/1건
056080,유진로봇,KOSDAQ150,8,0.0,-17.88,22.06,A1(외+연),3,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건 | A2(외+사):0%/2건 | B1(외+투신):0%/3건
056190,에스에프에이,KOSDAQ150,7,0.0,-15.85,-11.15,A1(외+연),6,A1(외+연),0.0,6,A1(외+연),0.0,A1(외+연):0%/6건 | B2(연+사):0%/1건
071320,지역난방공사,KOSPI200,6,0.0,-11.24,-2.41,B1(외+투신),4,A1(외+연),0.0,2,A1(외+연),0.0,A1(외+연):0%/2건 | B1(외+투신):0%/4건
008730,율촌화학,KOSPI200,3,0.0,-14.43,-12.49,S(외+연+사),1,N/A,0.0,0,N/A,0.0,S(외+연+사):0%/1건 | A1(외+연):0%/1건 | B1(외+투신):0%/1건
059090,미코,KOSDAQ150,15,0.0,-18.42,-9.36,A1(외+연),12,A1(외+연),0.0,12,A1(외+연),0.0,S(외+연+사):0%/1건 | A1(외+연):0%/12건 | B1(외+투신):0%/2건
041190,우리기술투자,KOSDAQ150,8,0.0,-18.15,-11.68,A1(외+연),3,S(외+연+사),0.0,2,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):0%/3건 | A2(외+사):0%/2건 | B1(외+투신):0%/1건
079370,제우스,KOSDAQ150,7,0.0,-16.3,-12.05,A2(외+사),7,A2(외+사),0.0,7,A2(외+사),0.0,A2(외+사):0%/7건
005300,롯데칠성,KOSPI200,7,0.0,-11.43,-5.07,B2(연+사),3,A1(외+연),0.0,2,A1(외+연),0.0,S(외+연+사):0%/1건 | A1(외+연):0%/2건 | A2(외+사):0%/1건 | B2(연+사):0%/3건
112040,위메이드,KOSDAQ150,5,0.0,-10.83,-4.16,A2(외+사),5,A2(외+사),0.0,5,A2(외+사),0.0,A2(외+사):0%/5건
082270,젬백스,KOSDAQ150,10,0.0,-20.82,-5.2,B1(외+투신),6,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건 | B1(외+투신):0%/6건 | B2(연+사):0%/1건
161580,필옵틱스,KOSDAQ150,23,0.0,-21.88,-10.6,B1(외+투신),13,S(외+연+사),0.0,2,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):0%/5건 | A2(외+사):0%/3건 | B1(외+투신):0%/13건
096530,씨젠,KOSDAQ150,4,0.0,-7.6,-3.15,B1(외+투신),4,B1(외+투신),0.0,4,B1(외+투신),0.0,B1(외+투신):0%/4건
253590,네오셈,KOSDAQ150,9,0.0,-17.06,-0.41,A2(외+사),6,A2(외+사),0.0,6,A2(외+사),0.0,A2(외+사):0%/6건 | B1(외+투신):0%/3건
001800,오리온홀딩스,KOSPI200,3,0.0,-9.96,-1.42,A1(외+연),2,A1(외+연),0.0,2,A1(외+연),0.0,A1(외+연):0%/2건 | A2(외+사):0%/1건
003090,대웅,KOSPI200,3,0.0,-12.08,-7.35,S(외+연+사),2,S(외+연+사),0.0,2,S(외+연+사),0.0,S(외+연+사):0%/2건 | A1(외+연):0%/1건
293490,카카오게임즈,KOSDAQ150,3,0.0,-16.28,-12.62,B1(외+투신),2,B1(외+투신),0.0,2,B1(외+투신),0.0,A2(외+사):0%/1건 | B1(외+투신):0%/2건
304100,솔트룩스,KOSDAQ150,3,0.0,-19.43,-9.4,A1(외+연),3,A1(외+연),0.0,3,A1(외+연),0.0,A1(외+연):0%/3건
460930,현대힘스,KOSDAQ150,3,0.0,-18.27,-14.0,A1(외+연),1,N/A,0.0,0,N/A,0.0,A1(외+연):0%/1건 | A2(외+사):0%/1건 | B1(외+투신):0%/1건
